App ID,VM,Host Environment,OS,# of CPUs,Memory,Disk (GB),DB Instance Count,PeakCPU%
7365,SHH006CMDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,185,,100
7155,SHH006CMDP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,247,,100
7365,SHH006CMDP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,247,,100
7155,SHH006CMDP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,305,,100
7365,SHH006CMDP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,305,,100
7433,SHH006CMMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,81,,100
6535,SHH006CTIP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,12,440,,100
7169,SHH006CWKT01,Test,Microsoft Windows Server 2008 R2 (64-bit),4,16,284,,100
7172,SHH006CWKT02,Test,Microsoft Windows Server 2008 R2 (64-bit),2,12,159,,100
7174,SHH006CWKT02,Test,Microsoft Windows Server 2008 R2 (64-bit),2,12,159,,100
5229,SHH006DATP02,Production,Red Hat Enterprise Linux 5 (64-bit),2,4,71,,100
7155,SHH006DIAP01,Production,Microsoft Windows Server 2008 R2 (64-bit),8,12,282,,100
6321,SHH006DIRA20,Development,Microsoft Windows Server 2008 R2 (64-bit),2,10,185,,100
6368,SHH006DIRA20,Development,Microsoft Windows Server 2008 R2 (64-bit),2,10,185,,100
6383,SHH006DIRA20,Development,Microsoft Windows Server 2008 R2 (64-bit),2,10,185,,100
6385,SHH006DIRA20,Development,Microsoft Windows Server 2008 R2 (64-bit),2,10,185,,100
5098,SHH006DIRT40,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,171,,100
5098,SHH006DIRT50,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,276,,100
-,SHH006DNSP02,Production,Red Hat Enterprise Linux 5 (64-bit),2,8,300,,100
7390,SHH006DNST02,Test,Red Hat Enterprise Linux 5 (64-bit),2,8,47,,100
5229,SHH006DSCT01,Test,Red Hat Enterprise Linux 5 (64-bit),2,8,69,,100
4944,SHH006DXGP01,Production,Microsoft Windows Server 2008 R2 (64-bit),6,16,198,,100
5896,SHH006DXGP01,Production,Microsoft Windows Server 2008 R2 (64-bit),6,16,198,,100
4944,SHH006DXGP02,Production,Microsoft Windows Server 2008 R2 (64-bit),6,16,618,,100
5896,SHH006DXGP02,Production,Microsoft Windows Server 2008 R2 (64-bit),6,16,618,,100
743,SHH006ECMD01,Development,Red Hat Enterprise Linux 5 (64-bit),1,8,146,,100
6398,SHH006ECMD01,Development,Red Hat Enterprise Linux 5 (64-bit),1,8,146,,100
743,SHH006ECMD02,Development,Red Hat Enterprise Linux 5 (64-bit),1,8,113,,100
6337,SHH006ECMD02,Development,Red Hat Enterprise Linux 5 (64-bit),1,8,113,,100
6398,SHH006ECMD02,Development,Red Hat Enterprise Linux 5 (64-bit),1,8,113,,100
743,SHH006ECMP01,Production,Red Hat Enterprise Linux 5 (64-bit),1,8,124,,100
6337,SHH006ECMP01,Production,Red Hat Enterprise Linux 5 (64-bit),1,8,124,,100
6398,SHH006ECMP01,Production,Red Hat Enterprise Linux 5 (64-bit),1,8,124,,100
-,SHH006ECMP02,Production,Red Hat Enterprise Linux 5 (64-bit),2,16,80,,100
743,SHH006ECMS01,Staging,Red Hat Enterprise Linux 5 (64-bit),1,8,113,,100
6337,SHH006ECMS01,Staging,Red Hat Enterprise Linux 5 (64-bit),1,8,113,,100
6398,SHH006ECMS01,Staging,Red Hat Enterprise Linux 5 (64-bit),1,8,113,,100
-,SHH006ECMS02,Staging,Red Hat Enterprise Linux 5 (64-bit),2,8,69,,100
7396,SHH006EISP01,Production,Red Hat Enterprise Linux 5 (64-bit),2,8,249,,100
-,SHH006FADP01,Production,Microsoft Windows Server 2008 R2 (64-bit),1,2,240,,100
7144,SHH006FIMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,40,130,,100
7144,SHH006FIMP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,40,126,,100
7144,SHH006FIMT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,116,,100
7144,SHH006FIMT02,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,116,,100
7144,SHH006FIMT03,Test,Microsoft Windows Server 2008 R2 (64-bit),4,8,860,,100
7144,SHH006FIMT04,Test,Microsoft Windows Server 2008 R2 (64-bit),4,8,356,,100
7255,SHH006FSED01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,108,,100
7255,SHH006FSEP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,241,,100
6158,SHH006FSTD01,Development,SUSE Linux Enterprise 10 (32-bit),2,8,266,,100
6158,SHH006FSTS01,Staging,SUSE Linux Enterprise 10 (32-bit),2,8,421,,100
6158,SHH006FSTS02,Staging,SUSE Linux Enterprise 10 (32-bit),2,8,237,,100
56,SHH006HPDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,184,,100
56,SHH006HPDP02,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,85,,100
4655,SHH006HRCP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,596,,100
5057,SHH006HYPP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,114,,100
6105,SHH006HYPP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,114,,100
5057,SHH006HYPP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,810,,100
6105,SHH006HYPP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,810,,100
7110,SHH006ICAS01,Staging,Microsoft Windows Server 2008 (32-bit),2,4,110,,100
7110,SHH006ICAT01,Test,Microsoft Windows Server 2008 (32-bit),2,4,80,,100
7155,SHH006INTP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,87,,100
7365,SHH006INTP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,87,,100
6158,SHH006IRMD01,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,81,,100
6158,SHH006IRMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,81,,100
6158,SHH006IRMS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),1,4,81,,100
7229,SHH006IRST01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,6,81,,100
7378,SHH006JIRP01,Production,Red Hat Enterprise Linux 5 (64-bit),2,8,390,,100
3919,SHH006LMSD01,Development,Red Hat Enterprise Linux 5 (64-bit),1,25,152,,100
9223,SHH006LMSD01,Development,Red Hat Enterprise Linux 5 (64-bit),1,25,152,,100
9247,SHH006LMSP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,120,,100
-,SHH006LMSP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,340,,100
7175,SHH006LMSP09,Production,Red Hat Enterprise Linux 5 (64-bit),2,8,345,,100
3919,SHH006LMSP10,Production,Red Hat Enterprise Linux 5 (64-bit),1,8,633,,100
9223,SHH006LMSP10,Production,Red Hat Enterprise Linux 5 (64-bit),1,8,633,,100
7175,SHH006LMST01,Test,Red Hat Enterprise Linux 5 (64-bit),2,12,176,,100
3897,SHH006MIMP01,Production,Red Hat Enterprise Linux 5 (64-bit),2,4,79,,100
7168,SHH006MSLP04,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,176,,100
7168,SHH006mslp13,Production,Microsoft Windows Server 2008 R2 (64-bit),4,32,1008,,100
9055,SHH006NERP02,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,81,,100
692,SHH006OGCD01,Development,Microsoft Windows Server 2008 R2 (64-bit),2,4,88,,100
1008,SHH006OGCD02,Development,Microsoft Windows Server 2008 R2 (64-bit),2,8,144,,100
1008,SHH006OGCD03,Development,Microsoft Windows Server 2008 R2 (64-bit),2,8,146,,100
1008,SHH006OGCD04,Development,Microsoft Windows Server 2008 R2 (64-bit),1,4,127,,100
4935,SHH006OGCP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,105,,100
4935,SHH006OGCP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,105,,100
4935,SHH006OGCP03,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,225,,100
4935,SHH006OGCP04,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,225,,100
4935,SHH006OGCP05,Production,Microsoft Windows Server 2008 R2 (64-bit),6,32,6910,,100
4935,SHH006OGCP06,Production,Microsoft Windows Server 2008 R2 (64-bit),4,16,1630,,100
4935,SHH006OGCP07,Production,Microsoft Windows Server 2008 R2 (64-bit),4,12,16300,,100
4935,SHH006OGCP08,Production,Microsoft Windows Server 2008 R2 (64-bit),4,4,102,,100
4935,SHH006OGCP09,Production,Microsoft Windows Server 2008 R2 (64-bit),4,4,102,,100
4935,SHH006OGCP10,Production,Microsoft Windows Server 2008 R2 (64-bit),4,32,134,,100
692,SHH006OGCP11,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,805,,100
1038,SHH006OGCP11,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,805,,100
1008,SHH006OGCP12,Production,Microsoft Windows Server 2008 R2 (64-bit),4,32,127,,100
1008,SHH006OGCP13,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,199,,100
1008,SHH006OGCP14,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,129,,100
7155,SHH006OMLP01,Production,Red Hat Enterprise Linux 5 (64-bit),4,8,84,,100
9247,SHH006OMLP01,Production,Red Hat Enterprise Linux 5 (64-bit),4,8,84,,100
8975,shh006pacp01,Production,Red Hat Enterprise Linux 5 (64-bit),2,8,46,,100
8975,shh006pacp02,Production,Red Hat Enterprise Linux 5 (64-bit),2,24,36,,100
5855,SHH006PAID01,Development,Red Hat Enterprise Linux 5 (64-bit),2,8,229,,100
-,SHH006PAIS01,Production,Red Hat Enterprise Linux 5 (64-bit),2,8,219,,100
5896,SHH006PDMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,390,,100
5896,SHH006PDMP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,443,,100
7075,SHH006PFCP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,276,,100
9595,SHH006PFCP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,126,,100
9595,SHH006PFCP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,126,,100
-,SHH006PFCP04,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,126,,100
9595,SHH006PFCP05,Production,Microsoft Windows Server 2008 R2 (64-bit),2,16,361.5,,100
7155,SHH006PMLP04,Production,Microsoft Windows Server 2008 R2 (64-bit),8,24,900,,100
6393,SHH006PNGS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,116,,100
7189,SHH006PNGS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,116,,100
9316,SHH006PNGS01,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,116,,100
9316,SHH006PNGT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,80,,100
6957,SHH006PPST01,Test,Microsoft Windows Server 2008 R2 (64-bit),1,4,78,,100
7239,SHH006PRJP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,188,,100
6015,SHH006PRWP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,570,,100
6015,SHH006PRWP02,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,7420,,100
6015,SHH006PRWP03,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,1120,,100
1384,SHH006QTMT01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,4,81,,100
1384,SHH006QTMT02,Test,Microsoft Windows Server 2008 R2 (64-bit),2,4,612,,100
10295,SHH006R12T01,Test,Microsoft Windows Server 2008 R2 (64-bit),2,8,101,,100
10295,SHH006R12T02,Test,Red Hat Enterprise Linux 5 (64-bit),2,8,58,,100
1419,SHH006RLDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,113,,100
1419,SHH006RLDP02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,12,7800,,100
6848,SHH006SECT01,Test,Microsoft Windows Server 2008 R2 (64-bit),1,2,268,,100
7113,SHH006SGDP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,32,1910,,100
7113,SHH006SGPP01,Production,Microsoft Windows Server 2008 (32-bit),1,8,110,,100
7155,SHH006SHRP01,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,1060,,100
7155,SHH006SHRP02,Production,Microsoft Windows Server 2008 R2 (64-bit),8,16,788,,100
-,SHH006SMTP01,Production,Red Hat Enterprise Linux 5 (64-bit),2,16,102,,100
-,SHH006SQLBP01,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,283,,100
-,SHH006SRMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,75,,100
7155,SHH006SSMP01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,4,95,,100
7110,SHH006SSST01,Test,Microsoft Windows Server 2008 R2 (64-bit),1,8,320,,100
7110,SHH006SSST02,Test,Red Hat Enterprise Linux 5 (64-bit),2,4,44,,100
3919,SHH006TEDP02,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,103,,100
286,SHH006TRKP01,Production,Microsoft Windows Server 2008 (32-bit),1,4,53.35,,100
286,SHH006TRKT01,Test,Microsoft Windows Server 2008 (32-bit),1,4,53.35,,100
-,SHH006VCTP01,Production,Microsoft Windows Server 2008 R2 (64-bit),8,40,557.25,,100
-,SHIBMP027,Production,Red Hat Enterprise Linux 6 (64-bit),1,2,20,,100
7099,SITMA006,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,3850,,100
7099,SITMA016,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2040,,100
7099,SITMA017,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2040,,100
6932,SITMA042,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,153,,100
-,SITMA111,Production,Microsoft Windows Server 2008 R2 (64-bit),16,24,1040,,100
9408,SITMA130,Production,Microsoft Windows Server 2012 (64-bit),1,4,75,,100
9408,SITMA131,Production,Microsoft Windows Server 2012 (64-bit),1,4,75,,100
7039,SITMA151,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,256,,100
7039,SITMA153,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,120,,100
7039,SITMA156,Production,Microsoft Windows Server 2008 R2 (64-bit),4,10,379,,100
7155,SITMA800,Production,Microsoft Windows Server 2008 R2 (64-bit),4,12,182,,100
7155,SITMA810,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,150,,100
7155,SITMA811,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,150,,100
7155,SITMA812,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,1820,,100
7155,SITMA814,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,1030,,100
7155,SITMA816,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,176,,100
7155,SITMA820,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,150,,100
7155,SITMA821,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,150,,100
7155,SITMA822,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,1130,,100
7155,SITMA824,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,650,,100
7155,SITMA830,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,150,,100
7155,SITMA831,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,150,,100
7155,SITMA832,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,150,,100
7155,SITMA833,Production,Microsoft Windows Server 2008 R2 (64-bit),2,4,150,,100
7155,SITMA834,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,116,,100
7155,SITMA835,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,168,,100
7155,SITMA836,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,116,,100
7155,SITMA840,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,185,,100
7039,SITMA950,Production,Microsoft Windows Server 2008 R2 (64-bit),4,10,339,,100
9081,SITMACAS01,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,185,,100
9081,SITMACAS02,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,185,,100
9081,SITMACAS03,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,188,,100
1520,sitmanet,Production,Microsoft Windows Server 2003 (32-bit),2,4,70,,100
5982,sitmanet,Production,Microsoft Windows Server 2003 (32-bit),2,4,70,,100
6161,sitmanet,Production,Microsoft Windows Server 2003 (32-bit),2,4,70,,100
7034,sitmanet,Production,Microsoft Windows Server 2003 (32-bit),2,4,70,,100
7242,SITMATRS01,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,140,,100
6932,SITMB000V,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,107,,100
7034,SITMCCCR,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,81,,100
357,SITMCTCR,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,86,,100
831,SITMCTCR,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,86,,100
1520,SITMCTCR,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,86,,100
1591,SITMCTCR,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,86,,100
4589,SITMCTCR,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,86,,100
4593,SITMCTCR,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,86,,100
5896,SITMCTCR,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,86,,100
7034,SITMCTCR,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,86,,100
7048,SITMCTCR,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,86,,100
7187,SITMCTCR,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,86,,100
-,SITMD100,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,125,,100
-,SITMD101,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,201,,100
7034,SITMF003V,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,2050,,100
7034,SITMF093,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,604,,100
7034,SITMF101,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,316,,100
7034,SITMF301,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,3780,,100
7034,SITMF302,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,3440,,100
7034,SITMF303,Production,Microsoft Windows Server 2008 R2 (64-bit),2,10,6200,,100
981,SITMF304,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,4600,,100
7034,SITMF305,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2230,,100
7034,SITMF306,Production,Microsoft Windows Server 2008 R2 (64-bit),2,10,5320,,100
7034,SITMF307,Production,Microsoft Windows Server 2008 R2 (64-bit),2,10,5230,,100
7034,SITMF308,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2230,,100
7034,SITMF309,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2230,,100
7034,SITMF310,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2230,,100
7034,SITMF311,Production,Microsoft Windows Server 2008 R2 (64-bit),2,10,5250,,100
7034,SITMF312,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2290,,100
7034,SITMF318,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2700,,100
7034,SITMF319,Production,Microsoft Windows Server 2008 R2 (64-bit),4,20,8760,,100
7034,SITMF320,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2230,,100
7034,SITMF321,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2230,,100
7034,SITMF322,Development,Microsoft Windows Server 2008 R2 (64-bit),2,8,2280,,100
5982,SITMF510,Production,Microsoft Windows Server 2008 R2 (64-bit),2,14,4810,,100
7034,SITMF510,Production,Microsoft Windows Server 2008 R2 (64-bit),2,14,4810,,100
7034,SITMF560,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,3580,,100
7034,SITMF630,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,1370,,100
7034,SITMF641,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2830,,100
7034,SITMF680,Production,Microsoft Windows Server 2008 R2 (64-bit),2,18,7820,,100
7034,SITMF682,Production,Microsoft Windows Server 2008 R2 (64-bit),2,16,6200,,100
7034,SITMF684,Production,Microsoft Windows Server 2008 R2 (64-bit),2,22,9870,,100
7034,SITMF685,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2560,,100
5286,SITMF900,Production,Microsoft Windows Server 2008 R2 (64-bit),2,18,7270,,100
7034,SITMF900,Production,Microsoft Windows Server 2008 R2 (64-bit),2,18,7270,,100
7034,SITMF902,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,3920,,100
7034,SITMF904,Production,Microsoft Windows Server 2008 R2 (64-bit),2,10,4920,,100
7034,SITMF905,Production,Microsoft Windows Server 2008 R2 (64-bit),2,14,6120,,100
7034,SITMF906,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,4960,,100
7034,SITMF906M,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,2110,,100
6957,SITMF907,Production,Microsoft Windows Server 2008 R2 (64-bit),2,14,5940,,100
7034,SITMF907,Production,Microsoft Windows Server 2008 R2 (64-bit),2,14,5940,,100
7034,SITMF908,Production,Microsoft Windows Server 2008 R2 (64-bit),2,10,3930,,100
7034,SITMF908F,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,2370,,100
7034,SITMF908J,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,3860,,100
7034,SITMF908K,Production,Microsoft Windows Server 2008 R2 (64-bit),2,10,3340,,100
7034,SITMF909,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2500,,100
7034,SITMF909i,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,4090,,100
7034,SITMF909L,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,4180,,100
7034,SITMF909M,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,2580,,100
7034,SITMF924,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2620,,100
7034,SITMF925,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,4510,,100
7034,SITMF926,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,4450,,100
7034,SITMF927,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,3910,,100
7034,SITMFACS1,Production,Microsoft Windows Server 2008 R2 (64-bit),2,24,8920,,100
8215,SITMFACS1,Production,Microsoft Windows Server 2008 R2 (64-bit),2,24,8920,,100
4939,SITMFADPT,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,1280,,100
7034,SITMFASME,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2230,,100
7034,SITMFCCG,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,2370,,100
3919,SITMFCDC,Production,Microsoft Windows Server 2008 R2 (64-bit),1,16,12790,,100
7034,SITMFCDC,Production,Microsoft Windows Server 2008 R2 (64-bit),1,16,12790,,100
8215,SITMFCHD1,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,4160,,100
357,SITMFCVA,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,1160,,100
7135,SITMFDDD1,Production,Microsoft Windows Server 2008 R2 (64-bit),2,10,2290,,100
7034,SITMFDDS,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,945,,100
9114,SITMFEEDV,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,4480,,100
7034,SITMFEEE,Production,Microsoft Windows Server 2008 R2 (64-bit),1,8,4340,,100
392,SITMFFIAT,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,135,,100
7034,SITMFFIAT,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,135,,100
7034,SITMFGAO,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,2200,,100
357,SITMFHID,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,806,,100
-,SITMFHST,Production,Microsoft Windows Server 2008 R2 (64-bit),2,16,6680,,100
7465,SITMFISS,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,1160,,100
5857,SITMFKBE1,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,1150,,100
7034,SITMFKBE1,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,1150,,100
7034,SITMFMCS8,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2830,,100
7034,SITMFMCS9,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2830,,100
7034,SITMFMMK,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,2210,,100
7034,SITMFNET,Production,Microsoft Windows Server 2008 R2 (64-bit),1,8,4340,,100
5896,SITMFPDM,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,123,,100
7034,SITMFPIC,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,1180,,100
7034,SITMFPQWA,Production,Microsoft Windows Server 2008 R2 (64-bit),2,12,3320,,100
7034,SITMFPRPL1,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2230,,100
7034,SITMFPRPL2,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,2230,,100
6015,SITMFPRW,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,6680,,100
7034,SITMFPSQ1,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,2280,,100
7034,SITMFPSQ2,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,8,2280,,100
7034,SITMFPSQ3,Staging,Microsoft Windows Server 2008 R2 (64-bit),2,6,1180,,100
7034,SITMFRCR,Production,Microsoft Windows Server 2008 R2 (64-bit),1,4,41,,100
7034,SITMFROD,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,2090,,100
7034,SITMFRTSU,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,635,,100
1602,SITMFVIW1,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,605,,100
7034,SITMFVIW1,Production,Microsoft Windows Server 2008 R2 (64-bit),2,6,605,,100
7032,SITMFWIRD,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,1730,,100
7040,SITMM101,Production,Microsoft Windows Server 2008 R2 (64-bit),8,8,1550,,100
7556,SITMM101,Production,Microsoft Windows Server 2008 R2 (64-bit),8,8,1550,,100
7040,SITMM102,Production,Microsoft Windows Server 2008 R2 (64-bit),4,8,1020,,100
6957,SITMMTDP,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,100,,100
7034,SITMMTDP,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,100,,100
7034,SITMMTDR,Production,Microsoft Windows Server 2008 R2 (64-bit),1,6,81,,100
6957,SITMP005,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
7034,SITMP005,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
6957,SITMP006,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
7034,SITMP006,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
6957,SITMP007,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
7034,SITMP007,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
7040,SITMP007,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
6957,SITMP008,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
7034,SITMP008,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
6957,SITMP009,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
7034,SITMP009,Production,Microsoft Windows Server 2008 R2 (64-bit),2,8,186,,100
